transaction_id,amount,transaction_time,merchant_category,customer_age,location,payment_method,previous_transactions,avg_transaction_amount,fraud
904e5229-5e54-4a53-8098-0d41d9bad037,245.9,2025-05-16T03:55:03,grocery,45,Bangalore,credit_card,29,10.0,0
db308335-afb3-4313-96bd-6f4a908aefa3,217.11,2025-05-07T03:51:27,online,68,Delhi,netbanking,33,179.91,0
430859f6-ff64-478b-8bc0-815a3ef0a1aa,531.82,2025-06-14T05:36:48,dining,32,Pune,upi,28,679.46,0
246ea515-92a7-40f8-b7f2-275a5c76cb6d,464.45,2025-04-15T05:22:35,electronics,32,Bangalore,upi,24,676.73,0
15861df0-f2a8-439a-bc67-e4c049934a4c,1208.13,2025-06-04T13:41:58,other,35,Lucknow,credit_card,30,869.23,0
b966e747-ced8-4c96-80f6-0d81ce3eeb56,957.8,2025-02-08T14:59:18,travel,34,Jaipur,credit_card,25,352.64,1
25e47b03-30c0-4da7-986b-1e182a455a49,490.75,2025-06-10T23:27:09,entertainment,38,Lucknow,upi,25,471.53,0
a90f7b30-f0e7-420b-be70-6c7d08abff8b,111.41,2025-02-01T11:03:28,online,18,Lucknow,upi,31,10.0,0
50b7eac1-8fcc-4dff-9ae1-153e4ea4924e,1767.65,2025-05-24T20:59:28,fuel,22,Hyderabad,upi,29,1188.93,0
c44a16be-acb9-40e1-86a0-c0681e028d96,49.15,2025-10-23T22:54:35,fuel,49,Mumbai,credit_card,21,116.29,0
e667b04d-ffe3-4695-819b-cf76c81cb203,488.51,2025-10-03T05:14:54,grocery,48,Hyderabad,credit_card,19,410.33,0
d5be18a6-bbe3-43ba-9be7-1d4891deb216,194.63,2025-04-08T02:29:25,dining,44,Mumbai,upi,25,132.57,0
d1321940-ede7-4725-9aa8-f7764987291d,1064.35,2025-04-21T18:27:34,dining,18,Kolkata,credit_card,30,1260.05,0
159096b7-6210-423b-a489-6f268d762345,57.55,2025-10-06T20:36:35,online,25,Delhi,credit_card,20,78.87,0
530fcae0-3f3c-45a0-90cd-e4a765513470,209.77,2025-02-19T02:19:22,grocery,45,Kolkata,credit_card,22,111.26,0
56450b6a-98db-4ae9-b91e-efb95f2cd52c,878.94,2025-05-12T14:57:41,fuel,64,Mumbai,netbanking,23,777.06,0
6f0fe9d2-553e-4c6e-bfa7-c3263a017f0a,79.33,2025-02-11T18:45:32,online,51,Mumbai,upi,32,29.56,0
6d2af3ed-9737-475d-83f3-b771ece64b6b,436.47,2025-08-17T17:42:09,entertainment,32,Mumbai,credit_card,25,757.6,0
9113bf7f-6e4b-4875-b475-e02af2a7e9c9,23.8,2025-08-20T13:33:00,grocery,33,Bangalore,upi,26,10.0,0
525dd850-3c99-4e5b-ad88-6d1039fc1f07,151.42,2025-10-12T04:26:24,grocery,18,Ahmedabad,upi,27,291.2,0
e885ce1e-553d-4b45-85b9-8412feb64dca,531.27,2025-07-02T00:20:54,dining,24,Ahmedabad,netbanking,33,293.65,0
6b7ba086-3066-45ce-a847-fd8f4cac4458,103.71,2025-03-10T05:14:54,fuel,24,Jaipur,upi,20,10.0,0
11368eb4-4208-4615-96b1-6dca49808efd,375.39,2025-05-25T06:01:34,entertainment,47,Bangalore,credit_card,26,183.5,0
3921d49e-7333-41f7-baa3-682cf1552aec,658.48,2025-05-18T16:43:14,fuel,38,Hyderabad,credit_card,26,333.07,0
7fdf208b-d3d1-4c8f-a44e-d525f1ff7046,6815.26,2025-01-20T17:06:07,online,24,Delhi,upi,24,2985.78,0
3072ead5-6a1e-4f64-b45a-88f8861cbade,342.11,2025-03-23T05:21:41,fuel,44,Mumbai,credit_card,19,260.07,0
b58c4788-ee1a-4813-b374-fa1513b2699c,449.72,2025-02-23T13:31:17,fuel,36,Ahmedabad,credit_card,21,403.17,0
5c012cc9-e255-48ee-9a85-9e44c40227d2,195.79,2025-09-26T21:37:04,grocery,26,Pune,upi,31,192.55,0
a59938ee-7a09-4024-9520-9e04bc7425ab,77.59,2025-09-05T12:46:22,travel,51,Pune,credit_card,27,10.0,0
ed72501f-b77e-49a5-955d-fa2960cea0b3,221.54,2025-09-18T12:58:09,dining,42,Pune,netbanking,24,213.08,0
303beee6-477a-41dd-a168-8749da64bad9,486.85,2025-10-23T07:41:44,dining,35,Delhi,credit_card,18,469.52,0
f02d10f6-92c7-4910-aec0-9c2c73971492,534.66,2025-06-30T03:43:17,online,49,Pune,upi,31,339.63,0
232118ea-3c43-4d78-a99b-ca4c40e9f5ec,314.98,2025-10-02T15:41:54,online,52,Ahmedabad,upi,25,265.76,0
53ee809f-17cd-4cd3-87c4-238d7cf6c9ee,787.08,2025-01-16T10:15:57,dining,19,Delhi,upi,25,330.4,0
c4119a2a-d995-4f8c-8dfd-cfe4b8405004,167.9,2025-01-24T07:54:37,grocery,37,Bangalore,credit_card,26,10.0,0
72ad4669-66c1-4e25-aa2d-3cad949c7c35,990.66,2025-07-17T15:14:24,online,45,Hyderabad,wallet,33,694.16,0
1fbde791-cd27-410d-b391-2ed8e5f329ba,101.89,2025-04-04T20:33:17,grocery,69,Pune,debit_card,35,83.79,0
589b5790-c0ed-47d4-b41f-c0916cadbd65,448.42,2025-03-11T00:03:49,grocery,32,Delhi,netbanking,25,625.22,0
80fdb491-f726-49ae-a0bf-f246ff6dab3b,1561.15,2025-06-06T01:12:37,dining,48,Delhi,credit_card,32,1291.57,0
c368e5a1-ef46-43da-8fee-54fff6e02447,228.37,2025-05-24T23:06:16,fuel,54,Ahmedabad,credit_card,23,216.71,1
7972e30b-33eb-49d9-882b-f3826d814c91,52.07,2025-09-13T20:19:01,online,34,Kolkata,credit_card,24,10.0,0
c5102569-a011-4348-8f93-a91bec9cfd97,336.2,2025-09-21T17:39:06,other,28,Delhi,credit_card,35,312.58,0
addf0061-1cdb-437d-8c53-b76b77781ba6,203.27,2025-08-22T21:00:29,travel,31,Kolkata,upi,20,232.69,0
f464ea4e-efc6-41ae-b0e4-8051b1f3a799,486.2,2025-09-27T05:32:24,dining,37,Ahmedabad,upi,31,96.38,0
d1569577-447e-4229-beb5-c5f2496962e5,704.44,2025-08-09T13:31:52,electronics,35,Hyderabad,credit_card,28,428.28,0
cf177280-b8e1-4656-bf8d-96467b19e588,6500.44,2025-09-05T09:42:10,travel,31,Delhi,upi,31,7403.81,0
f60dfed2-89a9-4aba-b783-b70fc82f3ce4,242.03,2025-03-13T14:34:05,entertainment,26,Chennai,upi,29,148.22,0
318ee0e9-3467-4a87-ad50-190325f3a4bf,639.11,2025-06-02T05:46:03,grocery,42,Mumbai,upi,18,416.79,0
57b84f16-8720-4c40-9ecd-0b250b3858d8,274.17,2025-02-23T20:22:50,online,51,Hyderabad,wallet,28,361.32,0
ded58305-8773-4eed-b416-e7f4b4b19945,1502.0,2025-01-14T17:20:33,entertainment,19,Chennai,upi,26,1770.58,1
5f1cbfea-9ea4-4988-a3c9-d37436ecf6ec,356.28,2025-10-11T06:59:10,grocery,23,Jaipur,credit_card,30,461.02,0
c08b6666-bb23-434e-b857-42a858e8277b,315.87,2025-10-11T02:02:04,dining,24,Chennai,debit_card,24,149.79,0
c8bc026b-ad25-452f-b1b5-8167441de2a6,1147.74,2025-05-22T23:06:40,other,33,Jaipur,netbanking,29,1099.55,0
976b8b2b-b35c-4200-b380-f3279815623a,1594.19,2025-05-25T10:57:39,grocery,43,Mumbai,upi,21,972.19,0
a3ba2a9e-fb44-4882-b98b-87445d3e3f5e,81.55,2025-10-23T07:19:48,grocery,61,Kolkata,credit_card,23,10.0,0
86a10895-2209-4fcb-927e-5b132d335b07,139.26,2025-03-14T14:43:26,other,37,Hyderabad,upi,28,30.98,0
f964f665-189c-4333-a89e-1b3b1ecbacc8,331.32,2025-02-09T19:33:12,fuel,29,Lucknow,netbanking,20,306.22,0
c5785fe0-64a4-43dc-b6d7-85955d126931,2960.69,2025-09-19T06:58:39,online,42,Chennai,debit_card,30,2476.01,0
48be00af-2e55-461b-9c8b-9b5c10a11e77,627.33,2025-08-08T11:26:40,grocery,64,Hyderabad,upi,27,130.85,0
27bf8f96-8a0f-4011-9c07-c89122d3929a,328.76,2025-01-14T02:21:50,grocery,50,Hyderabad,upi,20,224.75,0
405ad07a-a0d5-459b-9bef-6bff073e047f,237.1,2025-04-14T18:43:55,travel,56,Chennai,upi,26,140.08,0
39d283b5-8f5a-4a21-8ff5-c2a89cf07881,1717.52,2025-07-16T12:04:02,other,43,Lucknow,wallet,20,2152.26,0
fccdf5cd-5b83-4066-9bc5-dfab0bb8ed02,576.04,2025-05-28T16:24:02,electronics,34,Ahmedabad,upi,27,165.59,0
b3c69b98-0f86-4787-a96e-e1d60a52d683,410.99,2025-06-29T14:44:26,travel,36,Pune,debit_card,21,342.11,0
c363a71d-cbda-4629-97cc-95926a45d7ad,72.8,2025-07-05T03:26:38,online,32,Hyderabad,credit_card,27,85.68,0
2fa14c4f-c14f-4355-b7c7-2b6f00efca08,303.4,2025-03-22T22:11:49,grocery,35,Kolkata,wallet,12,346.04,0
2e783d70-d4b5-4a5f-8efe-a0badca9ed2f,1105.4,2025-05-17T10:07:37,dining,42,Delhi,debit_card,25,908.69,0
3c655a91-a084-4a41-b52c-24ac51b24d8e,182.57,2025-03-12T08:50:28,other,43,Delhi,upi,29,210.81,0
d8f00879-b221-47c8-b497-f337d89a19f6,52.67,2025-02-17T18:52:10,fuel,49,Jaipur,netbanking,17,62.03,0
63a325b9-cb0b-4866-a7d1-f2b39a4e326d,1087.48,2025-09-21T08:48:58,electronics,36,Mumbai,credit_card,26,457.52,0
eb1ccca6-e0da-42b7-8513-4e24586d5eec,135.57,2025-03-13T06:19:03,travel,18,Hyderabad,credit_card,26,46.06,0
be75af05-cb05-460d-8a97-6a32d2211343,25.81,2025-01-08T16:37:22,travel,65,Kolkata,debit_card,26,100.58,0
ba682da5-c3ab-4c4e-9dc9-dfb742c464cb,929.66,2025-03-15T01:04:21,entertainment,41,Chennai,wallet,23,186.92,0
3049ca3a-d7bb-433d-874a-8d65e65ca29c,491.71,2025-04-04T09:24:55,fuel,54,Delhi,debit_card,25,458.41,0
07910317-4a4b-4719-ae2a-9b78039339b7,216.27,2025-10-03T07:49:04,dining,44,Hyderabad,netbanking,26,227.24,0
5d6e6e5e-a65f-41dd-8406-92f22756cb22,295.2,2025-03-05T14:43:22,fuel,42,Lucknow,debit_card,33,11.94,0
4891224f-8d12-46c5-8e72-810e9caf66b7,651.39,2025-08-31T20:36:56,online,48,Lucknow,debit_card,26,676.65,0
4592f196-0b98-4881-a783-c1e8a7330bcf,423.35,2025-07-02T03:04:37,fuel,36,Lucknow,credit_card,27,261.71,0
3fe7ce23-4f10-4032-b83f-f9f5a1d9b2f7,51.68,2025-08-06T08:31:16,grocery,18,Ahmedabad,credit_card,26,10.0,0
43f0782b-1f93-474e-a213-a961ab947524,175.05,2025-08-29T02:34:00,electronics,38,Kolkata,credit_card,26,114.77,0
803db5c8-de1e-46ba-a41e-0bbc1681f757,77.51,2025-10-26T15:27:34,dining,22,Chennai,credit_card,19,74.41,0
86584d49-02dd-4fe6-8bed-ab897fe45013,179.63,2025-07-19T11:21:51,online,52,Pune,debit_card,34,151.52,0
23b0ab26-e0f9-4223-914d-6006264286ab,225.83,2025-09-05T19:41:12,online,42,Delhi,credit_card,18,44.46,0
ccff5ab4-9d82-48e1-acb2-ecf557a35be6,1704.59,2025-03-25T21:51:55,other,38,Delhi,upi,34,1409.61,0
9a4383f4-9f9d-4b49-9f6a-08be1e566848,541.39,2025-08-26T00:13:08,electronics,41,Jaipur,debit_card,26,279.71,0
50ce11bb-7c42-440a-84cf-e120219c6a09,228.63,2025-10-13T20:08:31,online,49,Kolkata,credit_card,25,170.09,0
75884207-2fc7-4fe6-b3a7-78454308d407,831.53,2025-09-20T19:57:26,electronics,39,Hyderabad,credit_card,23,266.58,0
7b66d64b-ca2a-423f-a92d-aab4e6db7091,820.99,2025-03-31T04:57:22,dining,54,Jaipur,credit_card,18,746.41,0
c9bb90da-18ad-48a9-b501-f4a0682c657c,74.61,2025-07-07T04:03:00,dining,48,Pune,upi,30,10.0,0
512937b3-8c96-42a6-8f1c-20a70b577042,258.06,2025-10-17T03:31:13,electronics,24,Kolkata,credit_card,21,220.32,0
f06db603-98ed-4e30-9d11-a36c2a0ba21d,135.16,2025-06-14T09:18:29,dining,37,Chennai,credit_card,19,72.85,0
a4aad10f-e4c6-401f-9cb7-edb43d9e86ea,1227.94,2025-04-28T17:14:05,other,41,Mumbai,wallet,30,728.97,0
ad2ca8d7-fb2a-4b39-84f8-456623d1602d,4328.77,2025-07-17T19:20:53,entertainment,30,Ahmedabad,credit_card,32,3422.4,0
2970eb03-ef08-4b4a-bb23-c554efde8b85,965.23,2025-08-29T15:20:24,grocery,52,Mumbai,wallet,29,439.09,0
4e5b7a95-cabe-4f3d-84f2-96bb0d810d0e,245.54,2025-01-30T12:26:55,online,32,Ahmedabad,credit_card,39,271.51,0
36cd3caf-37f6-47fb-a103-2a65437c563c,549.66,2025-08-21T09:21:47,fuel,26,Lucknow,debit_card,32,424.03,0
b4bc7eaa-b07c-4277-a821-865ac6336b29,422.03,2025-07-04T22:47:52,grocery,47,Lucknow,debit_card,34,153.1,0
c87e7fef-73b6-4f55-9dc3-1ec5b7317a17,316.28,2025-09-24T01:51:33,fuel,34,Bangalore,upi,22,296.83,0
dd8b5184-3f63-4bef-bf66-2c1e5af76b35,97.23,2025-01-17T03:46:44,travel,40,Hyderabad,wallet,35,70.31,0
cf5ab76a-6fce-401d-952d-707cb68fe1a9,417.18,2025-09-10T05:03:42,online,20,Kolkata,upi,25,651.01,0
250cbcdc-685d-4024-af13-2ef599ecfa9b,203.44,2025-05-19T11:12:49,grocery,43,Mumbai,upi,32,189.96,0
26a1c050-c2d0-4e1a-a660-3f0685bbf138,929.95,2025-07-04T11:50:35,online,45,Jaipur,upi,23,594.54,0
f6558595-6373-4903-90af-eebe6ea7a250,164.2,2025-08-05T14:54:38,entertainment,18,Bangalore,credit_card,27,92.25,0
c44a3a46-ef23-4e73-b6bd-04e41663c596,416.53,2025-08-06T00:30:51,grocery,50,Lucknow,upi,26,512.39,0
26dae659-e1d8-4b63-87b8-7beb8926bbd8,164.02,2025-01-18T13:34:00,travel,37,Lucknow,upi,30,17.95,0
9c8f3e0a-f2a3-4705-baee-6ceed8246d0b,368.36,2025-06-29T11:13:19,online,36,Jaipur,wallet,27,490.67,0
fc1d6925-13c2-49c3-95c9-2e02681fcf05,267.89,2025-06-21T13:28:49,fuel,51,Jaipur,upi,28,433.3,0
8a4ba988-6285-40c2-b801-31f2010ee0ae,212.35,2025-05-19T12:28:34,dining,22,Kolkata,debit_card,25,193.27,0
955504a3-d24f-473b-8964-ebdd736e03ea,1085.93,2025-02-17T16:08:19,fuel,47,Jaipur,upi,16,501.84,0
ceac6b33-518d-4d18-bfa5-b42cfccac2c6,160.08,2025-08-16T19:40:02,dining,26,Hyderabad,credit_card,25,138.03,0
1f151b63-c404-4f61-880f-068f66da5d52,529.42,2025-06-18T01:12:39,entertainment,39,Lucknow,netbanking,30,508.81,0
d2fde9a9-1e07-4348-8cec-7b9f1301ce1c,218.54,2025-04-03T14:37:51,other,25,Jaipur,credit_card,24,229.15,0
38b23388-a50d-49b9-ad0d-b3fe758d9ab2,1228.16,2025-08-26T12:14:23,fuel,18,Delhi,credit_card,24,1165.21,0
e0497603-b4f0-4309-b665-9053a1183af8,797.17,2025-01-19T16:21:58,dining,62,Lucknow,wallet,30,881.33,0
b8d91e65-e6a5-4534-8305-eebfb4aea02a,597.88,2025-02-18T11:39:45,electronics,27,Jaipur,upi,29,274.68,0
574b70f9-ecea-43a3-9713-dbeb19193a53,1621.39,2025-04-22T13:54:54,dining,32,Delhi,credit_card,24,1978.7,0
1c805865-9cb4-4b71-8c6b-75be3572b645,114.9,2025-09-27T02:05:49,dining,44,Chennai,upi,19,158.56,0
836bf8a6-2f5b-4e55-9b78-e99261aff0e8,252.38,2025-04-20T02:35:25,online,39,Kolkata,debit_card,27,225.98,0
a7cc9948-8b18-490e-86a0-ef676a9dd416,540.0,2025-07-20T09:01:26,fuel,37,Chennai,wallet,18,325.55,0
81bb783e-59ec-46b9-813e-d406d8072051,101.03,2025-10-03T11:05:51,grocery,25,Jaipur,debit_card,30,73.5,0
d84c3887-935c-49a0-a133-586fe61a6a24,735.39,2025-09-05T19:02:35,grocery,27,Kolkata,debit_card,33,709.38,0
1e5075bc-f999-47a5-8a91-4918fe08968c,968.04,2025-09-11T02:54:31,electronics,45,Mumbai,credit_card,28,616.27,0
c1c0b5a5-6c95-4e0b-b42c-5c34b97a31b3,769.21,2025-03-25T18:47:16,fuel,32,Chennai,netbanking,20,1024.71,0
db58d9bc-1dac-42b4-9fb3-df5c595b7ecb,550.28,2025-09-20T06:25:56,grocery,46,Delhi,debit_card,24,10.0,0
9ced903f-3a35-41a0-af31-453624ad40c7,223.89,2025-08-10T23:18:34,entertainment,36,Pune,credit_card,30,296.66,0
4d20be50-2309-43b4-8633-ed515e57a9be,171.72,2025-03-07T12:47:27,grocery,63,Chennai,credit_card,21,10.0,0
fd6dabb9-0946-46b6-98fe-c021fcdb9a35,1280.65,2025-01-15T10:37:42,entertainment,27,Ahmedabad,netbanking,22,1562.33,0
bd9f2307-de3e-4f9f-ac74-97bbd5bfa41a,1030.28,2025-06-22T00:06:55,fuel,29,Chennai,credit_card,25,639.9,0
21446a12-ed46-400c-b4a0-b7a2a9c51750,228.22,2025-10-01T04:52:16,dining,40,Jaipur,debit_card,19,173.39,0
fc47b178-f326-4889-9546-12695bcf152a,165.23,2025-03-12T06:07:40,online,42,Bangalore,upi,36,136.53,0
85753852-3fae-4d09-892a-41c91ea65251,178.27,2025-05-22T17:57:07,grocery,22,Ahmedabad,credit_card,24,380.25,0
8c6f46d4-2077-495c-993f-8b08d59cc402,6203.78,2025-06-11T02:27:14,entertainment,29,Mumbai,credit_card,12,7035.61,0
b8e35ca9-5346-4274-8a6b-1a3ce54c4607,610.99,2025-04-30T02:30:29,grocery,35,Jaipur,netbanking,25,387.11,0
c3c58747-d4d5-49dc-a233-3ceff39eec88,928.82,2025-02-19T13:28:06,travel,36,Bangalore,debit_card,33,223.4,0
fe875641-0d4f-4e7e-90fd-5d2c77a211b8,237.14,2025-03-19T06:46:19,grocery,39,Chennai,upi,18,10.0,0
71700a41-d4da-4d6a-9b3c-7e1d0b64e6cb,349.19,2025-01-25T01:17:45,travel,38,Pune,debit_card,27,315.31,0
17f8df12-8613-4211-b84e-9ea03fb97c8e,663.01,2025-08-11T07:03:54,dining,25,Bangalore,upi,19,108.0,0
d38431c8-5fcd-4836-97c5-255d7c0435f7,46.74,2025-08-07T18:02:56,fuel,46,Kolkata,upi,24,10.0,0
878243c6-f46c-492c-9171-890187f6c156,721.17,2025-09-15T06:26:55,entertainment,43,Pune,debit_card,26,999.27,0
23ede6d6-7bfb-4730-ad3b-c9473c6b670c,305.34,2025-02-12T18:40:40,entertainment,23,Mumbai,wallet,22,424.62,0
8489b2d2-3b99-463f-bafd-86cd23253c57,453.9,2025-09-10T12:24:29,fuel,52,Hyderabad,debit_card,28,274.91,0
aeaf1a09-c954-4234-8aec-78aa38036917,249.63,2025-01-10T06:52:54,travel,36,Lucknow,debit_card,22,62.81,0
6f6a59a7-7b70-45fb-94dc-4d35bbdd98fd,239.31,2025-05-14T05:43:10,other,18,Jaipur,wallet,22,10.0,0
1d683a77-62f3-4616-8353-1d23d5f59ca6,493.55,2025-06-12T12:16:28,online,23,Pune,debit_card,22,144.99,0
51f072f2-ac82-468c-b71c-f412555a6a28,1161.61,2025-02-11T18:12:58,dining,18,Delhi,debit_card,32,1710.59,0
18b51a87-206e-402d-87ff-ea4271261b64,390.27,2025-06-12T21:46:37,electronics,31,Kolkata,upi,23,198.85,0
82e34c33-1434-4ee9-9695-0da168377cee,411.85,2025-01-29T02:26:29,online,45,Hyderabad,upi,23,440.52,0
cbdf078a-283d-4829-91d3-4fe1e7b2eb86,8002.76,2025-09-17T16:09:19,other,34,Delhi,debit_card,26,6140.82,0
659233e2-58b3-4494-88ef-db8f6bae68ab,130.9,2025-04-04T13:40:24,electronics,28,Kolkata,upi,28,35.73,0
5b4c894e-2b8d-44a9-a3f4-639401a42b7e,202.47,2025-03-05T05:04:32,other,48,Bangalore,wallet,28,242.27,0
d114aaeb-40f8-47c5-97de-ed3d4ce84770,973.06,2025-07-17T13:29:30,online,47,Chennai,upi,17,450.27,0
6f70f89e-5c53-42a2-89a0-c60cf1bf7eab,676.79,2025-07-09T15:02:48,fuel,18,Delhi,credit_card,28,421.63,0
1ffe73e2-7dfa-4923-bf91-402026ba4bf6,1187.31,2025-03-05T08:00:35,entertainment,52,Bangalore,netbanking,34,836.77,0
5a0d75b3-a04e-4376-bdff-e7c74c6362b1,440.0,2025-07-01T01:09:01,travel,38,Jaipur,upi,20,327.11,0
5fb23640-58c4-4939-812f-4b1e157c1a8e,644.09,2025-05-19T22:50:36,electronics,64,Kolkata,netbanking,26,610.72,0
4298095d-a0a8-4c88-b940-adbd3599fd77,187.88,2025-07-08T20:48:55,grocery,33,Mumbai,debit_card,13,115.43,1
eef1c3c3-fe29-4f7c-855d-49f4782bbc60,999.85,2025-04-05T21:08:42,grocery,27,Mumbai,credit_card,26,1100.32,0
e62f053f-c828-44ea-85a0-314f0bf18717,783.38,2025-07-22T13:00:30,grocery,35,Pune,debit_card,23,775.55,0
f2d485cb-f6a9-4aaa-ae07-cc233491a134,126.35,2025-02-01T14:37:38,online,50,Kolkata,credit_card,23,10.0,0
1e6f2a15-1dbf-44d5-a4a5-4dfe953b65a2,86.05,2025-01-16T16:57:22,online,21,Delhi,upi,24,139.63,0
cfc01f7f-dee3-48c4-99b5-d405b29508f0,823.0,2025-01-11T18:45:30,travel,47,Ahmedabad,upi,29,305.26,0
5e818e21-019b-4daf-82e0-3b037cb0509f,281.05,2025-04-21T08:03:32,grocery,45,Hyderabad,netbanking,26,79.46,0
1562a6ff-b77a-4fbe-9b02-86186db2f0a9,489.87,2025-01-10T10:14:13,online,38,Hyderabad,upi,26,497.87,0
64b02673-3614-41d5-824c-e4dade7a19ba,1285.59,2025-08-20T21:02:04,dining,29,Lucknow,netbanking,26,364.19,0
